categoria,sku,slug,nombre,marca,descripcion_corta,precio,precio_antes,disponibilidad,garantia_meses,destacado,activo,categorias,medida,potencia_rms_w,impedancia_ohm,bobinas,profundidad_mm,sensibilidad_db,configuracion,canales,clase,formato,pantalla_pulg,carplay,android_auto,salidas_preamp_pares,salidas_preamp_voltaje,tipo_ecualizador,bandas,espesor_mm,cobertura_m2,material_insono,calibre_awg,material_conductor,capacidad_w,tipo_accesorio,longitud_m,spec_1_etiqueta,spec_1_valor,spec_2_etiqueta,spec_2_valor,spec_3_etiqueta,spec_3_valor,spec_4_etiqueta,spec_4_valor,spec_5_etiqueta,spec_5_valor,spec_6_etiqueta,spec_6_valor,spec_7_etiqueta,spec_7_valor,spec_8_etiqueta,spec_8_valor,spec_9_etiqueta,spec_9_valor,spec_10_etiqueta,spec_10_valor
Bocinas,SRXP62CV2,memphis-srxp62cv2,"Componentes SRX Pro de 6.5"" SRXP62CV2",Memphis,Juego de componentes de 6.5 pulgadas de alta presión sonora con tweeters de bocina de 4 pulgadas,2000,,disponible,,VERDADERO,VERDADERO,,"6.5""",125,4,,,94,componentes-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,250 W los medios · 200 W los tweeters,Cono,Papel tratado ultraligero con suspensión de tela tipo acordeón,Tweeter,"Bocina pro de 4"" SRXPT",Contenido,2 medios de 6.5 pulgadas y 2 tweeters de bocina de 4 pulgadas,,,,,,,,,,,,
Bocinas,SRXP62V2,memphis-srxp62v2,"Bocinas de medio rango SRX Pro de 6.5"" SRXP62V2",Memphis,Bocina de medio rango de 6.5 pulgadas de alta presión sonora con LED RGB,1400,,disponible,,FALSO,VERDADERO,,"6.5""",125,4,,,94,medio-rango,,,,,,,,,,,,,,,,,,,Potencia máxima,250 W,Cono,Papel tratado ultraligero con relleno de fibra y borde de tela,Suspensión,Tela tipo acordeón para máximo recorrido a volumen extremo,Bobina,"1.5"" para mayor manejo de potencia",Iluminación,LED RGB en la tapa de polvo,,,,,,,,,,
Bocinas,SRXP62WTV2,memphis-srxp62wtv2,"Bocinas coaxiales SRX Pro de 6.5"" con tweeter de bocina SRXP62WTV2",Memphis,Bocina coaxial de 6.5 pulgadas de alta presión sonora con tweeter de bocina y LED RGB,2000,,disponible,,FALSO,VERDADERO,,"6.5""",125,4,,,,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,250 W,Tweeter,"Bocina sobredimensionada de 3"" con diafragma de 1""",Bobina del woofer,"1.5"" para mayor manejo de potencia",Iluminación,LED RGB en el tweeter de bocina,Presentación,Unidad individual,,,,,,,,,,
Bocinas,SRXP62WTX2,memphis-srxp62wtx2,"Bocinas coaxiales SRX Pro de 6.5"" con tweeter de bocina SRXP62WTX2",Memphis,Bocinas coaxiales de 6.5 pulgadas de alta presión sonora con tweeter de bocina y LED RGB,2000,,bajo_pedido,,FALSO,FALSO,,"6.5""",125,4,,,,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,250 W,Tweeter,"Bocina sobredimensionada de 3"" con diafragma de 1""",Bobina del woofer,"1.5"" para mayor manejo de potencia",Iluminación,LED RGB en el tweeter de bocina,,,,,,,,,,,,
Bocinas,SRXP69WTV2,memphis-srxp69wtv2,"Bocinas coaxiales SRX Pro de 6x9"" con tweeter de bocina SRXP69WTV2",Memphis,Bocina coaxial de 6x9 pulgadas de alta presión sonora con tweeter de bocina y LED RGB,2300,,disponible,,VERDADERO,VERDADERO,,"6x9""",125,4,,,,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,250 W,Tweeter,"Bocina sobredimensionada de 3"" con diafragma de 1""",Bobina del woofer,"1.5"" para mayor manejo de potencia",Iluminación,LED RGB en el tweeter de bocina,Presentación,Unidad individual,,,,,,,,,,
Bocinas,SRXP82V2,memphis-srxp82v2,"Bocinas de medio rango SRX Pro de 8"" SRXP82V2",Memphis,Bocina de medio rango de 8 pulgadas de alta presión sonora con LED y motor de neodimio,3400,,bajo_pedido,,FALSO,FALSO,,"8""",175,4,,,,medio-rango,,,,,,,,,,,,,,,,,,,Potencia máxima,350 W,Motor,"Imán de neodimio, de menor tamaño y peso que uno de ferrita equivalente",Canasta,"Fundida, de alta rigidez",Resistencia,"Resistente al agua, apta para carenados de moto y side-by-side",Iluminación,LED integrada,Serie,Street Reference Pro V2,,,,,,,,
Bocinas,SRXP82WTV2,memphis-srxp82wtv2,"Bocinas coaxiales SRX Pro de 8"" con tweeter de bocina SRXP82WTV2",Memphis,Bocina coaxial de 8 pulgadas de alta presión sonora con tweeter de bocina y LED RGB,2300,,disponible,,FALSO,VERDADERO,,"8""",125,4,,,,coaxial-2v,,,,,,,,,,,,,,,,,,,Tweeter,"Bocina sobredimensionada de 3"" con diafragma de 1""",Iluminación,LED RGB en el tweeter de bocina,Serie,Street Reference Pro V2,Presentación,Unidad individual,,,,,,,,,,,,
Bocinas,SRXPTV2,memphis-srxptv2,"Tweeters de bocina SRX Pro 4"" SRXPTV2",Memphis,Par de tweeters de bocina de 4 pulgadas para sistemas de alta presión sonora,600,,disponible,,FALSO,VERDADERO,,"4""",100,4,,,,tweeter,,,,,,,,,,,,,,,,,,,Potencia máxima,200 W,Aplicación,Se combina con los medios SRX Pro para sistemas de alta presión sonora,Presentación,Par de tweeters,,,,,,,,,,,,,,
Bocinas,STADIUM 192T,jbl-stadium-192t,"Tweeters Stadium de 3/4"" STADIUM 192T",JBL,Par de tweeters de domo de aluminio con crossover en línea incluido,800,,disponible,,FALSO,VERDADERO,,"4""",50,3,,,93,tweeter,,,,,,,,,,,,,,,,,,,Potencia máxima,150 W,Respuesta en frecuencia,2 kHz – 40 kHz,Montaje,Empotrado o en superficie,Crossover,"En línea, incluido",Contenido,Par de tweeters con herrajes de montaje,,,,,,,,,,
Bocinas,STAGE 245F,jbl-stage-245f,"Bocinas coaxiales de 4"" STAGE2 45F",JBL,"Par de bocinas coaxiales de 4 pulgadas de 2 vías, sin rejilla",450,,disponible,,FALSO,VERDADERO,,"4""",40,4,,,88,coaxial-2v,,,,,,,,,,,,,,,,,,,Serie,Stage2 Gen 2,Cono,Polipropileno con arquitectura Plus One,Tweeter,Domo de PEI de accionamiento perimetral,Potencia máxima,320 W,Respuesta en frecuencia,80 Hz – 20 kHz,,,,,,,,,,
Bocinas,STAGE2 634,jbl-stage2-634,"Bocinas coaxiales Stage de 6.5"" STAGE2 634",JBL,Par de bocinas coaxiales de 6.5 pulgadas de 3 vías,600,,disponible,,VERDADERO,VERDADERO,,"6.5""",40,4,,,91,coaxial-3v,,,,,,,,,,,,,,,,,,,Potencia máxima,250 W,Respuesta en frecuencia,55 Hz – 20 kHz,Cono,Polipropileno moldeado por inyección (IMPP),Tweeter,Domo balanceado de PEI,Contenido,Par de bocinas con rejillas,,,,,,,,,,
Bocinas,T1650,rockford-fosgate-t1650,"Bocinas coaxiales Power T1 de 6.5"" T1650",Rockford Fosgate,Par de bocinas coaxiales de 6.5 pulgadas de 2 vías,2100,,disponible,,VERDADERO,VERDADERO,,"6.5""",80,4,,,88,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,160 W,Respuesta en frecuencia,44 Hz – 20 kHz,Cono,"Polipropileno con fibra de carbono, suspensión Santoprene y tecnología VAST",Tweeter,"Domo de aluminio tratado de 1""",Crossover,"Integrado y oculto, 12 dB/oct",,,,,,,,,,
Bocinas,T1650-S,rockford-fosgate-t1650-s,"Componentes Power T1 de 6.5"" T1650-S",Rockford Fosgate,Juego de componentes de 6.5 pulgadas con crossover pasivo,3300,,disponible,,FALSO,VERDADERO,,"6.5""",80,4,,,88,componentes-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,160 W,Respuesta en frecuencia,47 Hz – 20 kHz,Cono,"Polipropileno con fibra de carbono, suspensión Santoprene y tecnología VAST",Tweeter,"Domo de aluminio tratado de 1"", montaje DDC",Contenido,"2 woofers con rejillas, 2 tweeters, 2 crossovers externos y herrajes",,,,,,,,,,
Bocinas,T1693,rockford-fosgate-t1693,"Bocinas coaxiales Power T1 de 6x9"" T1693",Rockford Fosgate,Par de bocinas coaxiales de 6x9 pulgadas de 3 vías,2000,,disponible,,VERDADERO,VERDADERO,,"6x9""",100,4,,,91,coaxial-3v,,,,,,,,,,,,,,,,,,,Potencia máxima,200 W,Cono,Híbrido de polipropileno y fibra de carbono con tecnología VAST,Tweeter,"Doble domo de aluminio de 1""",,,,,,,,,,,,,,
Bocinas,T1T-S,rockford-fosgate-t1t-s,"Tweeters Power T1 de 1"" T1T-S",Rockford Fosgate,Par de tweeters con crossover incluido,1800,,disponible,,VERDADERO,VERDADERO,,"1""",75,4,,,90,tweeter,,,,,,,,,,,,,,,,,,,Potencia máxima,150 W,Respuesta en frecuencia,3 kHz – 22 kHz,Crossover,"Externo pasa altos, 3.0 kHz a 18 dB/oct Butterworth",Contenido,"Par de tweeters con crossovers dedicados, aros embellecedores y herrajes",,,,,,,,,,,,
Bocinas,T2652-S,rockford-fosgate-t2652-s,"Componentes Power T2 de 6.5"" T2652-S",Rockford Fosgate,Juego de componentes de 6.5 pulgadas con crossover pasivo,4000,,disponible,,FALSO,VERDADERO,,"6.5""",100,4,,,89,componentes-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,200 W,Respuesta en frecuencia,55 Hz – 22 kHz,Cono,"Fibra de carbono y polipropileno, suspensión de butilo, tapón de fase de aluminio",Tweeter,"Neo-tweeter de domo de aluminio de 1"", 3 niveles de atenuación",Crossover,"Externo audiófilo, pasa altos 18 dB/oct y pasa bajos 12 dB/oct a 3,000 Hz, bi-amplificable",,,,,,,,,,
Bocinas,TS-R1651S,pioneer-ts-r1651s,"Bocinas coaxiales  de 6.5"" TS-R1651S",Pioneer,Par de bocinas coaxiales de 6.5 pulgadas de 3 vías,450,,disponible,,FALSO,VERDADERO,,"6.5""",40,4,,42,90,coaxial-3v,,,,,,,,,,,,,,,,,,,Potencia máxima,300 W,Respuesta en frecuencia,30 Hz – 18 kHz,Diámetro de corte,ø128 mm,Contenido,Par de bocinas,,,,,,,,,,,,
Bocinas,TS-R6951S,pioneer-ts-r6951s,"Bocinas coaxiales de 6x9"" TS-R6951S",Pioneer,Par de bocinas coaxiales de 6x9 pulgadas de 3 vías,600,,agotado,,FALSO,FALSO,,"6x9""",60,4,,,,coaxial-3v,,,,,,,,,,,,,,,,,,,Serie,TS-R,Presentación,Par de bocinas,,,,,,,,,,,,,,,,
Bocinas,TS-T110,pioneer-ts-t110,"Tweeters de 7/8"" TS-T110",Pioneer,Par de tweeters de montaje en superficie con crossover incluido,500,,disponible,,FALSO,VERDADERO,,"8""",40,4,,,90,tweeter,,,,,,,,,,,,,,,,,,,Potencia máxima,120 W,Respuesta en frecuencia,"2,500 Hz – 30 kHz",Montaje,Empotrado o en superficie,Crossover,Filtro pasa altos en línea de 6 dB/oct.,Contenido,Par de tweeters,,,,,,,,,,
Bocinas,XED42,cerwin-vega-xed42,"Bocinas coaxiales XED de 4"" XED42",Cerwin Vega,Par de bocinas coaxiales de 4 pulgadas,250,,disponible,,FALSO,VERDADERO,,"4""",20,4,,,93,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,250 W,Cono,Polipropileno curvilíneo,Tweeter,Domo balanceado de metal,,,,,,,,,,,,,,
Bocinas,XED52,cerwin-vega-xed52,"Bocinas coaxiales XED de 5.25"" XED52",Cerwin Vega,Par de bocinas coaxiales de 5.25 pulgadas,300,,disponible,,FALSO,VERDADERO,,"5.25""",30,4,,,94,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,275 W,Cono,Polipropileno,Tweeter,"Domo balanceado de metal piezoeléctrico de 1""",Incluye,Rejillas,,,,,,,,,,,,
Bocinas,XED57,cerwin-vega-xed57,"Bocinas coaxiales XED de 5x7"" XED57",Cerwin Vega,Par de bocinas coaxiales de 5x7 pulgadas,300,,disponible,,FALSO,VERDADERO,,"5x7""",30,4,,,,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,250 W,Cono,Polipropileno curvilíneo,Tweeter,"Domo balanceado de metal de 1""",Incluye,Rejillas,,,,,,,,,,,,
Bocinas,XED62,cerwin-vega-xed62,"Bocinas coaxiales XED de 6.5"" XED62",Cerwin Vega,Par de bocinas coaxiales de 6.5 pulgadas,350,,disponible,,VERDADERO,VERDADERO,,"6.5""",35,4,,,94,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,300 W,Cono,Polipropileno,Tweeter,"Domo balanceado de metal piezoeléctrico de 3/4""",Incluye,Rejillas,,,,,,,,,,,,
Bocinas,XED693,cerwin-vega-xed693,"Bocinas coaxiales XED de 6x9"" XED693",Cerwin Vega,Par de bocinas coaxiales de 6x9 pulgadas de 3 vías,450,,disponible,,VERDADERO,VERDADERO,,"6x9""",45,4,,87,,coaxial-3v,,,,,,,,,,,,,,,,,,,Potencia máxima,350 W,Respuesta en frecuencia,50 Hz – 20 kHz,Cono,Polipropileno con suspensión de espuma tratada,Tweeter,Domo balanceado de aluminio,Diámetro de corte,151 × 179 mm,,,,,,,,,,
Ecualizadores,DSP66LCD,cerwin-vega-dsp66lcd,Procesador con pantalla DSP66LCD,Cerwin Vega,Procesador digital de señal de 6 entradas y 6 salidas con pantalla LCD de control,2500,,disponible,,FALSO,VERDADERO,,,,,,,,,6,,,,,,,,procesador,,,,,,,,,,Control,Pantalla LCD integrada,Funciones,"Crossover, ecualización, alineación de tiempo y nivel independiente por canal",Aplicación,Afinar sistemas de varias vías y corregir la acústica del vehículo,Instalación,Entre la fuente y los amplificadores,,,,,,,,,,,,
Ecualizadores,DSP88,cerwin-vega-dsp88,Procesador de 8 canales DSP88,Cerwin Vega,Procesador digital de señal de 8 entradas y 8 salidas,2500,,disponible,,FALSO,VERDADERO,,,,,,,,,8,,,,,,,,procesador,,,,,,,,,,Marca,Cerwin Vega,Funciones,"Crossover, ecualización, alineación de tiempo y nivel independiente por canal",Aplicación,Sistemas de competencia y configuraciones de tres o más vías activas,Instalación,Entre la fuente y los amplificadores,,,,,,,,,,,,
Ecualizadores,EQ780,cerwin-vega-eq780,Ecualizador paramétrico de 7 bandas EQ780,Cerwin Vega,Ecualizador paramétrico de 7 bandas con entrada auxiliar y entrada de alto nivel,1250,,disponible,,FALSO,VERDADERO,,,,,,,,,6,,,,,,3,7,parametrico,7,,,,,,,,,Entradas,"Auxiliar y de alto nivel, compatible con radio original",Voltaje de salida,7 V RMS,Controles,Nivel independiente de subwoofer,Filtro,Pasa bajos seleccionable para el canal de subwoofer,,,,,,,,,,,,
Ecualizadores,EQL7,memphis-eql7,Ecualizador gráfico de 7 bandas EQL7,Memphis,Ecualizador gráfico de 7 bandas para ajuste de tono del sistema,1750,,disponible,,VERDADERO,VERDADERO,,,,,,,,,6,,,,,,,,grafico,7,,,,,,,,,Instalación,Se conecta entre las salidas preamplificadas del radio y la entrada del amplificador,Aplicación,Corregir la respuesta del vehículo entre la fuente y los amplificadores,,,,,,,,,,,,,,,,
Ecualizadores,EQP850,cerwin-vega-eqp850,"Ecualizador de 5 bandas con procesador de graves EQP850 ",Cerwin Vega,Ecualizador de preamplificación de 5 bandas con procesadores de graves,1350,,disponible,,FALSO,VERDADERO,,,,,,,,,6,,,,,,3,9,parametrico,5,,,,,,,,,Controles,Frecuencia y nivel de subwoofer,Voltaje de salida,9 V máximo,Entradas,RCA con contactos niquelados,Extras,Procesadores de graves integrados,,,,,,,,,,,,
Ecualizadores,KEQ-BOOM,kbt-keq-boom,Ecualizador KEQ-BOOM,KBT,Ecualizador de preamplificación con control de refuerzo de graves,1100,,disponible,,VERDADERO,VERDADERO,,,,,,,,,4,,,,,,,,grafico,5,,,,,,,,,Control,Refuerzo de graves ajustable,Marca,KBT,Instalación,Entre las salidas preamplificadas del radio y la entrada del amplificador,Aplicación,Realzar el audio en sistemas con radio de fábrica o de reemplazo,,,,,,,,,,,,
Ecualizadores,KEQS-7,kbt-keqs-7,Ecualizador gráfico de 7 bandas KEQS-7,KBT,Ecualizador gráfico de 7 bandas con crossover y salidas RCA de 8 volts,1100,,disponible,,VERDADERO,VERDADERO,,,,,,,,,6,,,,,,,8,grafico,7,,,,,,,,,Controles,"Volumen general, nivel independiente de subwoofer y fader",Crossover,Integrado,Aplicación,Ajuste fino del sistema entre la fuente y los amplificadores,,,,,,,,,,,,,,
Ecualizadores,SDR-48DSPBT,kbt-sdr-48dspbt,Procesador DSP Soldier con Bluetooth SDR-48DSPBT,KBT,Procesador digital de señal de 4 entradas y 8 salidas con Bluetooth,2200,,disponible,,FALSO,VERDADERO,,,,,,,,,8,,,,,,,,procesador,,,,,,,,,,Conectividad,Bluetooth para transmisión de audio,Funciones,"Crossover, ecualización, alineación de tiempo y nivel por canal",Línea,Soldier,,,,,,,,,,,,,,
Ecualizadores,SGT-48DSPHF,kbt-sgt-48dsphf,Procesador DSP Sergeant SGT-48DSPHF,KBT,Procesador digital de señal de 4 entradas y 8 salidas con manos libres,2800,,disponible,,FALSO,VERDADERO,,,,,,,,,8,,,,,,,,procesador,,,,,,,,,,Funciones,"Crossover, ecualización, alineación de tiempo y nivel por canal",Línea,Sergeant,Manos libres,Función de llamadas manos libres integrada,,,,,,,,,,,,,,
Insonorización,CLASSIC BULK KIT,soundskins-classic-bulk-kit,Classic - Rollo a granel,SoundSkins,Rollo a granel de butilo y foil de una sola capa con 3.6 metros cuadrados de cobertura,2400,,disponible,,FALSO,VERDADERO,,,,,,,,,,,,,,,,,,,2,3.6,mixto,,,,,,Medidas de la lámina,"23.6"" × 236"" (60 × 600 cm)",Presentación,Rollo continuo sobre tubo interior para desenrollado fácil,Acabado,Disponible en foil plateado clásico o negro discreto,Aplicación,"Amortiguamiento en una sola capa, sin agregar peso excesivo",,,,,,,,,,,,
Insonorización,CLASSIC LITE BK,soundskins-classic-lite-bk,Classic Lite - Negro,SoundSkins,Lámina insonorizante de perfil ultradelgado con 4.7 metros cuadrados de cobertura,1400,,disponible,,VERDADERO,VERDADERO,,,,,,,,,,,,,,,,,,,1.3,4.7,mixto,,,,,,Presentación,Kit de láminas,Aplicación,Paneles donde el espacio o el peso son críticos,,,,,,,,,,,,,,,,
Insonorización,PRO PLUS WORKSHOP KIT,soundskins-pro-plus-workshop-kit,Pro Plus - Rollo de taller,SoundSkins,Rollo de taller de tres capas con 6 metros cuadrados de cobertura,4200,,disponible,,FALSO,VERDADERO,,,,,,,,,,,,,,,,,,,4.57,6,mixto,,,,,,Presentación,Rollo continuo montado en tubo de cartón para dispensar,Medidas de la lámina,"29.5"" × 315"" (75 × 800 cm)",Adhesivo,"Butilo de alto poder adhesivo, no se despega una vez aplicado",Resistencia,Espuma y butilo impermeables y resistentes al calor,Aplicación,"Puertas, piso, techo, cajuela y salpicadera; corte a medida",Uso recomendado,"Talleres que insonorizan varios vehículos, reduce desperdicio",,,,,,,,
Insonorización,SS PRO1,soundskins-ss-pro1,SoundSkins Pro - Lámina de tres capas,SoundSkins,Lámina insonorizante de tres capas con 1 metro cuadrado de cobertura,1050,,disponible,,FALSO,VERDADERO,,,,,,,,,,,,,,,,,,,4.5,1,mixto,,,,,,Función,"Reduce vibraciones, aísla calor y minimiza resonancia en un solo material",Adhesivo,Butilo de alto poder adhesivo,Aplicación,Puertas y paneles individuales,,,,,,,,,,,,,,
Insonorización,SSK HTSHLD,soundskins-ssk-htshld,Heat Shield - Barrera térmica,SoundSkins,Manta de barrera térmica y acústica de doble capa para cofre y salpicadera,2000,,disponible,,FALSO,VERDADERO,,,,,,,,,,,,,,,,,,,10,5,mixto,,,,,,Función térmica,"El foil refleja el calor radiante del motor, escape y sol",Función acústica,"La espuma de celda cerrada absorbe ruido de motor, llantas y escape",Aplicación,"Uso fuera de la cabina: cofre, compartimiento del motor y salpicadera",Presentación,Manta en rollo,,,,,,,,,,,,
Insonorización,TAPE,soundskins-tape,Foil Tape - Cinta de espuma acústica,SoundSkins,Juego de cuatro rollos de cinta de espuma de celda cerrada para eliminar rechinidos,600,,disponible,,FALSO,VERDADERO,,,,,,,,,,,,,,,,,,,3,1,espuma,,,,,,Contenido,"Cuatro rollos de 2"", 1"" y 0.5"" de ancho",Función,Elimina rechinidos y vibraciones entre paneles,Aplicación,"Uniones de plásticos, clips de panel y contactos entre piezas",,,,,,,,,,,,,,
Insonorización,WAVY,soundskins-wavy,Wavy - Espuma acústica de 8 mm,SoundSkins,Manta de espuma de celda cerrada de 8 mm para absorción acústica,700,,disponible,,VERDADERO,VERDADERO,,,,,,,,,,,,,,,,,,,8,3,espuma,,,,,,Función,Absorbe la onda trasera de las bocinas y el ruido dentro de cavidades,Aplicación,Se coloca sobre la lámina de butilo como segunda capa,,,,,,,,,,,,,,,,
Kits,4GKIT,memphis-4gkit,Kit de instalación calibre 4 4GKIT,Memphis,Kit completo de cableado calibre 4 en cobre libre de oxígeno con portafusible ANL,1800,,disponible,,FALSO,VERDADERO,,,,,,,,,,,,,,,,,,,,,,4,cobre,,,,Contenido,"Corriente, tierra, remoto, 2 RCA y fusible",Longitud del cable de corriente,"17 ft (5.2 m), naranja esmerilado",Cable de tierra,"3 ft (0.9 m), calibre 4, negro esmerilado",Cable remoto,"17 ft (5.2 m), calibre 18, azul",Cables RCA incluidos,Dos interconexiones de 17 ft y 2 canales,Portafusible,Bloque de fusible tipo ANL,Recomendado para,"Amplificadores PRX800.1V2, PRX1000.1V2, PRX1500.1V2 y PRX800.5V2",,,,,,
Kits,8GKIT,memphis-8gkit,Kit de instalación calibre 8 8GKIT,Memphis,Kit completo de cableado calibre 8 en cobre libre de oxígeno con portafusible AFS,950,,disponible,,FALSO,VERDADERO,,,,,,,,,,,,,,,,,,,,,,8,cobre,,,,Contenido,"Corriente, tierra, remoto, RCA y fusible",Portafusible,Tipo AFS con fusible de 60 A incluido,Cables RCA incluidos,Una interconexión ETP-17 de 17 ft y 2 canales,Recomendado para,"Amplificadores PRX500.4V2, PRX400.1V2, SRX300.4V y MX400.4",,,,,,,,,,,,
Kits,CAK42,cerwin-vega-cak42,Kit de amplificador de 2 canales calibre 4 CAK42,Cerwin Vega,Kit completo de cableado calibre 4 en cobre libre de oxígeno para amplificador de 2 canales,1000,,disponible,,FALSO,VERDADERO,,,,,,,,,,,,,,,,,,,,,,4,cobre,1200,,,Contenido,"Corriente, tierra, remoto y RCA",Longitud del cable de corriente,"17 ft (5.2 m), rojo mate con terminal de ojo",Cable de tierra,"3 ft (0.9 m), negro mate con terminal de ojo",Cable remoto,"17 ft (5.2 m), calibre 18",Cables RCA incluidos,"17 ft (5.2 m), 2 canales, serie Vega",Portafusible,Incluido,,,,,,,,
Kits,CAK82,cerwin-vega-cak82,Kit de amplificador de 2 canales calibre 8 CAK82,Cerwin Vega,Kit completo de cableado calibre 8 en cobre libre de oxígeno para amplificador de 2 canales,550,,disponible,,FALSO,VERDADERO,,,,,,,,,,,,,,,,,,,,,,8,cobre,,,,Contenido,"Corriente, tierra, remoto y RCA",Cables RCA incluidos,"17 ft (5.2 m), 2 canales",Portafusible,Tipo AGU incluido,Fusible,60 A incluido,Aplicación,"Bocinas de puerta, sistemas de componentes y amplificadores de subwoofer compactos",,,,,,,,,,
Kits,KIT-0CCA,kbt-kit-0cca,Kit de instalación calibre 0 KIT-0CCA,KBT,Kit completo de cableado calibre 0 en aluminio recubierto de cobre para sistemas de alta potencia,500,,disponible,,FALSO,VERDADERO,,,,,,,,,,,,,,,,,,,,,,0,cca,,,,Contenido,"Cable de corriente, tierra, remoto, cables RCA, portafusible y terminales",Aplicación,Sistemas de alta potencia con uno o varios amplificadores monoblock,,,,,,,,,,,,,,,,
Kits,KIT-4CCA,kbt-kit-4cca,Kit de instalación calibre 4 KIT-4CCA,KBT,"Kit completo de cableado calibre 4 en Aluminio recubierto de cobre (CCA) para amplificador de hasta 1,800 W",300,,disponible,,FALSO,VERDADERO,,,,,,,,,,,,,,,,,,,,,,4,cca,1800,,,Cable de corriente,"17 ft (5.2 m), rojo",Cable de tierra,"3 ft (0.9 m), negro",Cable remoto,"17 ft (5.2 m), calibre 18, azul",Cable de bocina,"17 ft (5.2 m), calibre 16",Cables RCA incluidos,"17 ft (5.2 m), trenzado y blindado",Portafusible,Mini ANL niquelado con fusible de 80 A,,,,,,,,
Kits,KIT-4R2,kbt-kit-4r2,Kit de instalación calibre 4 KIT-4R2,KBT,"Kit completo de cableado calibre 4 en Cobre para amplificador de hasta 1,800 W",400,,disponible,,FALSO,VERDADERO,,,,,,,,,,,,,,,,,,,,,,4,cobre,1800,,,Cable de corriente,"17 ft (5.2 m), rojo",Cable de tierra,"3 ft (0.9 m), negro",Cable remoto,"17 ft (5.2 m), calibre 18, azul",Cable de bocina,"17 ft (5.2 m), calibre 16",Cables RCA incluidos,"17 ft (5.2 m), trenzado y blindado",Portafusible,Mini ANL niquelado con fusible de 80 A,,,,,,,,
Kits,KIT-8CCA,kbt-kit-8cca,Kit de instalación calibre 8 KIT-8CCA,KBT,"Kit completo de cableado calibre 8 en Aluminio recubierto de cobre (CCA) para amplificador de hasta 1,200 W",200,,disponible,,FALSO,VERDADERO,,,,,,,,,,,,,,,,,,,,,,8,cca,1200,,,Cable de corriente,"17 ft (5.2 m), rojo",Cable de tierra,"3 ft (0.9 m), negro",Cable remoto,"17 ft (5.2 m), calibre 18, azul",Cable de bocina,"17 ft (5.2 m), calibre 16",Cables RCA incluidos,"17 ft (5.2 m), trenzado y blindado",Portafusible,Mini ANL niquelado con fusible de 80 A,,,,,,,,
Kits,KIT-8R2,kbt-kit-8r2,Kit de instalación calibre 8 KIT-8R2,KBT,"Kit completo de cableado calibre 8 en Cobre para amplificador de hasta 1,200 W",275,,disponible,,FALSO,VERDADERO,,,,,,,,,,,,,,,,,,,,,,8,cobre,1200,,,Cable de corriente,"17 ft (5.2 m), rojo",Cable de tierra,"3 ft (0.9 m), negro",Cable remoto,"17 ft (5.2 m), calibre 18, azul",Cable de bocina,"17 ft (5.2 m), calibre 16",Cables RCA incluidos,"17 ft (5.2 m), trenzado y blindado",Portafusible,Mini ANL niquelado con fusible de 80 A,,,,,,,,
Kits,MXA8GKIT,memphis-mxa8gkit,Kit de instalación marino calibre 8 MXA8GKIT,Memphis,Kit de cableado calibre 8 con cobre estañado para uso marino y powersports,850,,disponible,,FALSO,VERDADERO,,,,,,,,,,,,,,,,,,,,,,8,cobre,,,,Material,Cobre estañado grado marino,Aplicación,Instalaciones marinas y powersports expuestas a humedad y sal,Ventaja,El estañado evita la corrosión que degrada el cobre desnudo en ambiente salino,Serie,MXA Marine,Portafusible,Incluye portafusible a prueba de agua,,,,,,,,,,
Receptores,DEH-S4250BT,pioneer-deh-s4250bt,Autoestéreo con CD DEH-S4250BT,Pioneer,"Autoestéreo un DIN con reproductor de CD, Bluetooth y USB",1300,,disponible,,FALSO,VERDADERO,,,,,,,,,,,1-din,0,FALSO,FALSO,2,2,,,,,,,,,,,Conectividad,"Doble Bluetooth para 2 teléfonos, USB frontal con carga de 1.5 A, AUX 3.5 mm",Potencia de salida,"50 W × 4 (máx.), amplificador MOSFET",Ecualizador,Gráfico de 13 bandas (31 con la app Pioneer Smart Sync),Convertidor D/A,24 bits,Reproducción,"CD, MP3, WMA, WAV, AAC y FLAC",Apps,"Spotify, Pioneer Smart Sync y Siri Eyes Free",Sintonizador,AM/FM con RDS,,,,,,
